Case number,Annual weight,Total expenditure,Gross normal weekly household income - anonymised,Main source of household income - code,Internet connection in household,Economic position of household reference person,NS - SEC 8 Class of household reference person,Tenure type,Sex of household reference person,Number of persons in household,Number of adults,Number of children,Government Office Region modified,Annual weight r,Main income,Income,Expenditure,Household size
8731,4.33497596970822,723.1415431790148,968.05,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,1 adult,One child,South East,0.830757549626918,earnings,968.05,723.14154,2
8730,7.037810864935975,667.0148220409073,1089.42,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,South East,1.3487305465468227,earnings,1089.42,667.01483,2
8728,3.779317071766595,312.70060745040246,530.45,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,2 person,2 adults,No children,North West and Merseyside,0.7242707253150755,earnings,530.45,312.70062,2
8726,4.007932294215305,494.6085685733977,482.5274358974359,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,5 person or more,2 adults,Two or more children,Eastern,0.7680826918256272,earnings,482.52744,494.60858,5
8722,6.36054327528592,189.9049432662434,305.1898076923077,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,Eastern,1.218938555276043,earnings,305.18982,189.90494,1
8721,3.362965591293665,152.7702815912254,427.1482051282051,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Female,1 person,1 adult,No children,West Midlands,0.6444808630140598,earnings,427.1482,152.77028,1
8721,5.263609550759375,748.8475811678983,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,London,1.0087214792279517,earnings,1184.99,748.8476,3
8719,4.147967553535155,313.1012145736716,271.59,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,1 person,1 adult,No children,East Midlands,0.7949191379113385,earnings,271.59,313.10123,1
8717,2.4387510650051674,953.927790207574,1100.71,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,5 person or more,2 adults,Two or more children,Yorkshire and the Humber,0.46736380387596393,earnings,1100.71,953.9278,5
8716,5.435587161466742,491.4396642099909,290.4,Other income,Yes,Part-time working,Routine and manual occupations,Private rented,Female,2 person,1 adult,One child,East Midlands,1.0416793778323035,other source,290.4,491.43967,2
8714,3.6249155727858726,708.9348651478584,539.002,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South West,0.6946811239312917,other source,539.002,708.9349,2
8712,3.33166438977932,548.9210151399167,332.21,Other income,Yes,Unemployed and work related Government Training Programmes,Intermediate occupations,Owned,Female,4 person,1 adult,Two or more children,South East,0.6384822808645523,other source,332.21,548.921,4
8711,5.24901686118558,395.0,529.872,Earned income,Yes,Part-time working,Routine and manual occupations,Private rented,Male,5 person or more,2 adults,Two or more children,West Midlands,1.0059249269246622,earnings,529.872,395.0,5
8708,3.6611208403843527,283.7199191362709,258.714,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.7016195244216004,other source,258.714,283.7199,2
8705,4.175657558463713,730.318967323422,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,3 person,2 adults,One child,North East,0.8002256680523012,earnings,1184.99,730.319,3
8705,4.666135502221515,199.17806821164504,329.53,Earned income,No,Part-time working,Intermediate occupations,Owned,Female,2 person,1 adult,One child,Eastern,0.8942211728831404,earnings,329.53,199.17807,2
8704,4.420261356400225,1100.4727933444826,999.5,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,East Midlands,0.8471016953297609,earnings,999.5,1100.4728,2
8701,5.2375686437363225,290.4701512736716,510.9,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,1 adult,One child,East Midlands,1.0037309832575694,earnings,510.9,290.47015,2
8699,4.063367025473568,404.2556548050929,452.59,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,South West,0.7787062389516429,earnings,452.59,404.25565,2
8695,4.284868247653782,97.07662987395335,222.312,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,1 person,1 adult,No children,Eastern,0.8211548739299328,other source,222.312,97.07663,1
8687,7.250014373644042,737.5113837078351,768.52,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Female,1 person,1 adult,No children,London,1.389397361806796,earnings,768.52,737.5114,1
8686,5.302828152547253,287.83503671689743,270.762,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,South East,1.0162373569972314,other source,270.762,287.83502,1
8679,5.456619372930215,375.97117661666834,435.3995,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Wales,1.0457100042027203,other source,435.3995,375.9712,1
8678,2.8244109078013575,780.2462118139888,650.829,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North East,0.5412719012286766,other source,650.829,780.2462,2
8677,8.445294219341468,373.0739584062216,155.08,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Female,2 person,2 adults,No children,North West and Merseyside,1.6184615510131022,other source,155.08,373.07394,2
8673,5.333056497731673,460.83764466717093,407.67,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,2 adults,One child,West Midlands,1.0220303362778929,earnings,407.67,460.83765,3
8672,4.382652825459912,675.1229754722682,1184.99,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.8398943725608771,earnings,1184.99,675.123,2
8672,4.135973737247365,373.94770394525534,409.18,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,1 adult,One child,West Midlands,0.7926206353361119,earnings,409.18,373.9477,2
8672,8.509783888835672,705.1697805424188,343.21076923076924,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,South East,1.6308203922568891,earnings,343.21075,705.1698,3
8670,4.830766970729963,1043.3301219742812,571.132,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,3 person,3 adults,No children,West Midlands,0.9257712521281621,other source,571.132,1043.3301,3
8667,4.767569593007855,294.40221933193726,375.992,Other income,No,Part-time working,Routine and manual occupations,Owned,Male,1 person,1 adult,No children,South West,0.9136600665008059,other source,375.992,294.40222,1
8665,4.567930633881263,278.54055601474727,204.74,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,1 person,1 adult,No children,North West and Merseyside,0.8754011295071507,earnings,204.74,278.54056,1
8665,4.394541212864525,536.0905304140832,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.8421726706779337,earnings,1184.99,536.0905,4
8661,8.711993473484668,398.2671918807315,843.77,Earned income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,5 person or more,4 and more adults,No children,London,1.6695719655592396,earnings,843.77,398.26718,5
8658,5.526933685663335,425.24004464251345,523.09,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,2 adults,Two or more children,Eastern,1.0591850837782593,earnings,523.09,425.24005,4
8658,7.402327670756265,498.0835679890053,877.34,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Yorkshire and the Humber,1.4185867788574895,earnings,877.34,498.08356,2
8657,6.29735855232259,216.58,373.134,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,Wales,1.2068297948147009,other source,373.134,216.58,2
8656,5.178923485028083,482.72096763918967,530.02,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Female,2 person,2 adults,No children,Yorkshire and the Humber,0.9924921877748765,earnings,530.02,482.72098,2
8656,4.59482973609273,387.26622168371534,369.79,Earned income,Yes,Part-time working,Intermediate occupations,Owned,Female,2 person,1 adult,One child,Yorkshire and the Humber,0.880556090548807,earnings,369.79,387.26624,2
8653,4.260846366107782,138.3242237784607,348.48,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,North West and Merseyside,0.8165513052850237,earnings,348.48,138.32422,1
8647,7.61107858292005,391.875,305.062,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,London,1.4585919363216593,other source,305.062,391.875,2
8646,5.91007468849346,335.15088813117274,273.812,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,London,1.132610469039202,other source,273.812,335.15088,1
8644,5.126420510017888,775.7873001929522,1089.2675,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South West,0.982430484279314,earnings,1089.2675,775.7873,2
8644,2.2744470417604976,836.2213517345856,1168.54,Earned income,Yes,Economically inactive,Intermediate occupations,Owned,Female,5 person or more,2 adults,Two or more children,West Midlands,0.4358764764493777,earnings,1168.54,836.2214,5
8640,5.704305346103375,281.00117289119635,368.7425,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,1 person,1 adult,No children,North East,1.093176701501193,earnings,368.7425,281.00116,1
8637,7.838187296060868,522.1759291509075,596.5,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,2 person,2 adults,No children,South East,1.5021151944310895,earnings,596.5,522.1759,2
8634,6.5844183604763975,571.9448485602081,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,3 adults,No children,London,1.261842118870163,earnings,1184.99,571.9448,3
8630,6.049002396941185,426.9957692307692,285.17,Earned income,Yes,Part-time working,Routine and manual occupations,Public rented,Female,2 person,2 adults,No children,London,1.1592346633719524,earnings,285.17,426.99576,2
8628,4.566332734324917,410.73822230450065,824.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,North West and Merseyside,0.8750949070207389,earnings,824.99,410.73822,2
8625,5.046701377040668,812.7756413934426,769.23,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,Scotland,0.9671530589756172,earnings,769.23,812.77563,1
8624,4.151004171181677,112.475,151.362,Other income,Yes,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,North West and Merseyside,0.7955010772468288,other source,151.362,112.475,1
8622,2.580184522002035,187.85316000748767,448.87,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.494468201453026,other source,448.87,187.85316,2
8619,3.2237663741513876,330.1769873650405,498.69,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.6178046365825468,other source,498.69,330.177,2
